climate,date,max_temp,min_temp,site,wind
中雨,2013年5月17日,15℃,20℃,济南,南风小于3级
晴,2013年5月18日,14℃,32℃,济南,南风小于3级转北风3-4级
晴,2013年5月19日,16℃,29℃,济南,北风转南风3-4级
晴,2013年5月20日,23℃,35℃,济南,南风3-4级转4-5级
多云转雷阵雨,2013年5月21日,23℃,32℃,济南,南风3-4级转小于3级
多云,2013年5月22日,24℃,34℃,济南,南风小于3级
多云,2013年5月23日,23℃,32℃,济南,南风小于3级
多云转阴,2013年5月24日,21℃,28℃,济南,东风小于3级
雷阵雨转大雨,2013年5月25日,16℃,22℃,济南,东风3-4级转4-5级
大雨转小雨,2013年5月26日,17℃,21℃,济南,东北风3-4级转4-5级
多云转阴,2013年5月27日,16℃,28℃,济南,东北风转南风小于3级
小雨转多云,2013年5月28日,17℃,26℃,济南,西北风小于3级
晴,2013年5月29日,18℃,29℃,济南,南风小于3级转3-4级
晴转多云,2013年5月30日,19℃,27℃,济南,南风3-4级
多云,2013年5月31日,18℃,30℃,济南,南风3-4级转微风
多云,2013年6月1日,21℃,31℃,济南,南风小于3级转3-4级
晴转多云,2013年6月2日,24℃,32℃,济南,南风3-4级转小于3级
多云转晴,2013年6月3日,23℃,34℃,济南,南风小于3级转3-4级
晴,2013年6月4日,26℃,34℃,济南,南风3-4级
多云,2013年6月5日,24℃,31℃,济南,南风3-4级转小于3级
多云转雷阵雨,2013年6月6日,23℃,29℃,济南,南风小于3级
多云,2013年6月7日,22℃,30℃,济南,东南风小于3级
多云转阴,2013年6月8日,20℃,29℃,济南,南风转北风3-4级
小雨转中雨,2013年6月9日,18℃,25℃,济南,北风3-4级转微风
中雨转小雨,2013年6月10日,15℃,19℃,济南,微风
多云转晴,2013年6月11日,15℃,29℃,济南,微风转南风小于3级
晴,2013年6月12日,21℃,31℃,济南,南风3-4级
晴,2013年6月13日,21℃,31℃,济南,南风3-4级
晴,2013年6月14日,22℃,33℃,济南,南风3-4级
晴转多云,2013年6月15日,25℃,35℃,济南,南风小于3级转3-4级
多云转雷阵雨,2013年6月16日,25℃,34℃,济南,南风转北风3-4级
雷阵雨转多云,2013年6月17日,22℃,29℃,济南,微风
多云,2013年6月18日,21℃,31℃,济南,东北风小于3级
多云,2013年6月19日,23℃,33℃,济南,东风小于3级
多云转小雨,2013年6月20日,22℃,28℃,济南,微风
小雨,2013年6月21日,20℃,24℃,济南,东风小于3级
阵雨转多云,2013年6月22日,20℃,27℃,济南,东南风小于3级
多云,2013年6月23日,21℃,32℃,济南,微风转南风小于3级
多云,2013年6月24日,26℃,34℃,济南,南风3-4级
多云,2013年6月25日,24℃,34℃,济南,南风3-4级
多云转雷阵雨,2013年6月26日,25℃,34℃,济南,南风3-4级
晴,2013年6月27日,26℃,35℃,济南,南风3-4级
晴,2013年6月28日,26℃,34℃,济南,南风3-4级
晴转多云,2013年6月29日,25℃,34℃,济南,南风3-4级
雷阵雨转中雨,2013年6月30日,24℃,29℃,济南,南风3-4级
多云,,27℃,19℃,济南,东南风 2级
大雨,2013年7月1日,24℃,28℃,济南,南风3-4级转小于3级
晴,2013年7月2日,24℃,34℃,济南,微风转南风小于3级
雷阵雨转大雨,2013年7月3日,23℃,32℃,济南,南风小于3级转微风
阴转多云,2013年7月4日,22℃,34℃,济南,微风转南风小于3级
晴,2013年7月5日,25℃,35℃,济南,南风小于3级
晴,2013年7月6日,26℃,35℃,济南,南风小于3级
晴转多云,2013年7月7日,26℃,35℃,济南,南风小于3级
雷阵雨,2013年7月8日,25℃,33℃,济南,南风小于3级
雷阵雨,2013年7月9日,24℃,30℃,济南,南风小于3级转微风
雷阵雨,2013年7月10日,23℃,31℃,济南,微风
雷阵雨,2013年7月11日,23℃,28℃,济南,微风
暴雨,2013年7月12日,23℃,28℃,济南,东风小于3级
小雨,2013年7月13日,23℃,28℃,济南,东风小于3级
雷阵雨,2013年7月14日,24℃,29℃,济南,东风转南风小于3级
中雨转多云,2013年7月15日,24℃,30℃,济南,南风小于3级转微风
多云转阴,2013年7月16日,22℃,33℃,济南,微风转南风小于3级
阴转中雨,2013年7月17日,24℃,29℃,济南,南风小于3级
大雨,2013年7月18日,23℃,28℃,济南,南风小于3级
中雨转多云,2013年7月19日,23℃,31℃,济南,微风
多云转晴,2013年7月20日,22℃,32℃,济南,东风小于3级
晴转阴,2013年7月21日,22℃,31℃,济南,东风小于3级
暴雨转阵雨,2013年7月22日,23℃,28℃,济南,微风转南风小于3级
多云转晴,2013年7月23日,20℃,35℃,济南,南风小于3级
晴转雷阵雨,2013年7月24日,26℃,33℃,济南,南风小于3级
大雨,2013年7月25日,25℃,31℃,济南,南风小于3级
雷阵雨转多云,2013年7月27日,26℃,33℃,济南,南风3-4级转小于3级
阵雨转多云,2013年7月26日,25℃,33℃,济南,南风小于3级
多云转大雨,2013年7月28日,24℃,33℃,济南,南风小于3级转微风
中雨转多云,2013年7月29日,23℃,33℃,济南,南风小于3级
晴转多云,2013年7月30日,25℃,34℃,济南,南风小于3级
多云转雷阵雨,2013年7月31日,26℃,34℃,济南,南风小于3级
雷阵雨,2013年8月1日,25℃,33℃,济南,南风小于3级
雷阵雨转多云,2013年8月2日,25℃,33℃,济南,南风小于3级
多云,2013年8月3日,26℃,34℃,济南,南风3-4级
晴转多云,2013年8月4日,27℃,35℃,济南,南风3-4级转小于3级
多云,2013年8月5日,26℃,35℃,济南,南风小于3级
多云转雷阵雨,2013年8月6日,27℃,35℃,济南,南风3-4级
雷阵雨转多云,2013年8月7日,25℃,33℃,济南,南风小于3级
多云转晴,2013年8月8日,27℃,35℃,济南,南风小于3级
晴转多云,2013年8月9日,27℃,36℃,济南,南风小于3级
晴转多云,2013年8月10日,29℃,36℃,济南,南风小于3级
多云,2013年8月11日,29℃,37℃,济南,南风小于3级
雷阵雨转多云,2013年8月12日,25℃,36℃,济南,南风小于3级
晴,2013年8月13日,27℃,36℃,济南,南风小于3级
晴,2013年8月14日,27℃,36℃,济南,南风小于3级
晴,2013年8月15日,29℃,37℃,济南,南风3-4级
多云转雷阵雨,2013年8月16日,23℃,34℃,济南,南风3-4级转微风
多云转晴,2013年8月17日,24℃,33℃,济南,微风转东北风小于3级
晴,2013年8月18日,22℃,32℃,济南,东北风小于3级
晴,2013年8月19日,21℃,32℃,济南,东风小于3级
晴,2013年8月20日,21℃,33℃,济南,东南风小于3级
晴,2013年8月21日,23℃,33℃,济南,东南风转东风小于3级
多云,2013年8月22日,23℃,32℃,济南,东北风小于3级
多云,2013年8月23日,23℃,32℃,济南,东北风小于3级
多云转晴,2013年8月24日,22℃,33℃,济南,微风转南风小于3级
多云转晴,2013年8月25日,23℃,34℃,济南,南风小于3级
晴转多云,2013年8月26日,23℃,33℃,济南,南风小于3级转3-4级
多云转大雨,2013年8月27日,22℃,30℃,济南,南风3-4级
阴转晴,2013年8月28日,23℃,31℃,济南,南风小于3级转微风
晴转阵雨,2013年8月29日,18℃,26℃,济南,北风3-4级
多云转晴,2013年8月30日,15℃,28℃,济南,微风转南风小于3级
晴,2013年8月31日,17℃,30℃,济南,南风小于3级
晴,2013年9月1日,19℃,30℃,济南,南风小于3级
晴,2013年9月2日,19℃,30℃,济南,南风小于3级
晴转多云,2013年9月3日,19℃,29℃,济南,东南风小于3级
多云转小雨,2013年9月4日,20℃,27℃,济南,南风小于3级
多云转晴,2013年9月5日,18℃,29℃,济南,南风小于3级
晴,2013年9月6日,19℃,30℃,济南,南风小于3级
多云,2013年9月7日,21℃,28℃,济南,南风小于3级
小雨,2013年9月8日,19℃,24℃,济南,南风小于3级
多云,2013年9月9日,17℃,29℃,济南,南风小于3级转微风
多云,2013年9月10日,18℃,29℃,济南,微风
多云,2013年9月11日,21℃,28℃,济南,南风小于3级
多云转晴,2013年9月12日,20℃,31℃,济南,南风小于3级转3-4级
晴,2013年9月13日,23℃,32℃,济南,南风3-4级转微风
多云,2013年9月14日,20℃,28℃,济南,东北风小于3级
雷阵雨转多云,2013年9月15日,21℃,30℃,济南,南风小于3级
晴,2013年9月16日,23℃,32℃,济南,南风3-4级
晴,2013年9月17日,22℃,32℃,济南,东南风小于3级
晴转多云,2013年9月18日,20℃,29℃,济南,南风小于3级
多云转阴,2013年9月19日,21℃,28℃,济南,南风转东北风小于3级
小雨,2013年9月20日,20℃,25℃,济南,东北风小于3级
雾转多云,2013年9月21日,20℃,27℃,济南,微风转南风小于3级
阴转中雨,2013年9月22日,19℃,25℃,济南,南风小于3级转北风3-4级
小雨转多云,2013年9月23日,14℃,21℃,济南,北风3-4级
多云转晴,2013年9月24日,10℃,22℃,济南,微风
晴,2013年9月25日,12℃,25℃,济南,南风小于3级
晴转多云,2013年9月26日,16℃,25℃,济南,南风3-4级
阴转多云,2013年9月27日,16℃,25℃,济南,南风3-4级转小于3级
晴,2013年9月28日,15℃,27℃,济南,南风转东风小于3级
晴转多云,2013年9月29日,16℃,27℃,济南,东风转南风小于3级
多云转阴,2013年9月30日,19℃,26℃,济南,南风3-4级
多云,,27℃,19℃,济南,东南风 2级
阴转晴,2013年10月1日,13℃,23℃,济南,北风3-4级转微风
晴,2013年10月2日,12℃,25℃,济南,微风转南风小于3级
晴,2013年10月3日,17℃,27℃,济南,南风3-4级
晴,2013年10月4日,18℃,28℃,济南,南风3-4级转小于3级
晴,2013年10月5日,15℃,27℃,济南,东南风转东北风小于3级
晴,2013年10月6日,14℃,26℃,济南,东北风小于3级转3-4级
多云,2013年10月7日,14℃,25℃,济南,微风
多云转晴,2013年10月8日,16℃,29℃,济南,南风小于3级转3-4级
晴,2013年10月9日,20℃,28℃,济南,南风转北风3-4级
晴,2013年10月10日,13℃,25℃,济南,微风转西南风小于3级
晴,2013年10月11日,19℃,29℃,济南,南风3-4级
晴,2013年10月12日,30℃,21℃,济南,南风3-4级
晴,2013年10月13日,30℃,21℃,济南,南风3-4级
小雨~阴,2013年10月14日,16℃,7℃,济南,北风4-5级
晴,2013年10月15日,4℃,18℃,济南,微风转南风小于3级
多云转晴,2013年10月16日,8℃,20℃,济南,南风小于3级
晴,2013年10月17日,10℃,22℃,济南,南风小于3级
多云,2013年10月18日,13℃,20℃,济南,南风小于3级转微风
晴,2013年10月19日,9℃,19℃,济南,微风
晴,2013年10月20日,7℃,20℃,济南,微风转东风小于3级
晴转多云,2013年10月21日,10℃,22℃,济南,南风小于3级
多云转晴,2013年10月22日,10℃,19℃,济南,南风小于3级转微风
晴,2013年10月23日,7℃,16℃,济南,微风
晴,2013年10月24日,6℃,17℃,济南,北风小于3级
晴,2013年10月25日,5℃,17℃,济南,微风转南风小于3级
晴转多云,2013年10月26日,10℃,19℃,济南,南风小于3级转3-4级
多云转阴,2013年10月27日,14℃,20℃,济南,南风3-4级转小于3级
多云,2013年10月28日,11℃,17℃,济南,北风3-4级转微风
多云,2013年10月29日,8℃,17℃,济南,东北风小于3级
多云转阵雨,2013年10月30日,9℃,13℃,济南,东风小于3级
小雨,2013年10月31日,8℃,13℃,济南,东风小于3级
雾转晴,2013年11月2日,9℃,17℃,济南,南风小于3级转北风3-4级
阴转多云,2013年11月1日,8℃,17℃,济南,东南风转南风小于3级
晴,2013年11月3日,7℃,18℃,济南,微风转南风小于3级
多云,2013年11月4日,9℃,16℃,济南,南风小于3级转3-4级
晴,2013年11月5日,10℃,20℃,济南,南风转北风3-4级
晴,2013年11月6日,6℃,16℃,济南,微风转南风小于3级
晴转小雨,2013年11月7日,9℃,16℃,济南,南风小于3级
小雨,2013年11月8日,9℃,13℃,济南,南风小于3级转北风3-4级
阴转晴,2013年11月9日,3℃,10℃,济南,北风3-4级转微风
晴,2013年11月10日,2℃,12℃,济南,微风
晴,2013年11月11日,12℃,2℃,济南,北风小于3级
晴转多云,2013年11月12日,4℃,14℃,济南,南风小于3级
多云转晴,2013年11月13日,7℃,14℃,济南,南风小于3级转微风
晴,2013年11月14日,5℃,16℃,济南,南风小于3级转3-4级
晴,2013年11月15日,7℃,13℃,济南,南风转北风3-4级
晴,2013年11月16日,1℃,11℃,济南,北风3-4级
晴,2013年11月17日,1℃,9℃,济南,微风
晴,2013年11月18日,-1℃,9℃,济南,微风
晴,2013年11月19日,1℃,11℃,济南,微风
晴,2013年11月20日,2℃,12℃,济南,微风
霾,2013年11月21日,2℃,14℃,济南,南风小于3级
晴转小雨,2013年11月22日,5℃,10℃,济南,南风小于3级
小雨转中雪,2013年11月23日,1℃,8℃,济南,南风小于3级转北风3-4级
多云转晴,2013年11月24日,0℃,8℃,济南,北风3-4级转微风
晴转多云,2013年11月25日,1℃,8℃,济南,南风小于3级转北风3-4级
晴,2013年11月27日,-6℃,3℃,济南,北风3-4级转西北风小于3级
小雪转晴,2013年11月26日,-3℃,4℃,济南,北风4-5级
晴,2013年11月28日,-2℃,9℃,济南,西南风小于3级转3-4级
晴,2013年11月29日,2℃,9℃,济南,南风转北风3-4级
晴,2013年11月30日,0℃,10℃,济南,微风转南风小于3级
多云,,27℃,19℃,济南,东南风 2级
晴转多云,2013年12月1日,3℃,13℃,济南,南风小于3级
多云转晴,2013年12月2日,4℃,12℃,济南,南风小于3级转微风
霾转晴,2013年12月3日,3℃,14℃,济南,微风转南风3-4级
晴,2013年12月4日,4℃,10℃,济南,南风小于3级转微风
晴,2013年12月5日,1℃,12℃,济南,微风转南风小于3级
晴,2013年12月6日,3℃,13℃,济南,南风3-4级
霾转阴,2013年12月7日,5℃,12℃,济南,南风转北风3-4级
多云转晴,2013年12月8日,-1℃,5℃,济南,北风3-4级
晴,2013年12月9日,-2℃,8℃,济南,南风小于3级
晴,2013年12月10日,-3℃,7℃,济南,微风转南风3-4级
晴,2013年12月11日,-1℃,6℃,济南,南风转北风3-4级
晴,2013年12月12日,-4℃,6℃,济南,北风3-4级转南风小于3级
晴,2013年12月13日,-1℃,7℃,济南,南风小于3级转微风
霾,2013年12月14日,-2℃,6℃,济南,微风
霾,2013年12月15日,6℃,-2℃,济南,北风转南风小于3级
霾,2013年12月16日,7℃,-2℃,济南,南风转北风小于3级
小雪转晴,2013年12月17日,-3℃,3℃,济南,北风3-4级转微风
晴,2013年12月18日,-6℃,3℃,济南,微风
霾,2013年12月19日,-6℃,3℃,济南,微风
晴,2013年12月20日,-7℃,3℃,济南,微风
晴转多云,2013年12月21日,-5℃,4℃,济南,微风转南风小于3级
晴,2013年12月22日,-4℃,5℃,济南,南风小于3级转微风
晴,2013年12月23日,-4℃,4℃,济南,微风
霾,2013年12月24日,-2℃,7℃,济南,南风小于3级转微风
晴,2013年12月25日,-5℃,0℃,济南,北风3-4级
晴,2013年12月26日,-7℃,3℃,济南,微风转南风小于3级
晴,2013年12月27日,-6℃,2℃,济南,西风小于3级转微风
晴,2013年12月28日,-5℃,6℃,济南,西南风小于3级转3-4级
晴,2013年12月29日,-2℃,8℃,济南,西南风转西风3-4级
晴,2013年12月30日,0℃,10℃,济南,西南风转西风3-4级
晴,2013年12月31日,2℃,12℃,济南,西风小于3级
晴转多云,2014年1月1日,1℃,12℃,济南,南风小于3级
多云转晴,2014年1月2日,-1℃,7℃,济南,南风小于3级转北风3-4级
晴,2014年1月3日,-2℃,8℃,济南,北风3-4级转南风小于3级
晴,2014年1月4日,-1℃,8℃,济南,南风小于3级转微风
霾转阴,2014年1月5日,-1℃,7℃,济南,南风小于3级
多云转阴,2014年1月6日,7℃,-1℃,济南,南风小于3级
阴转多云,2014年1月7日,-3℃,2℃,济南,北风3-4级转微风
多云转晴,2014年1月8日,-6℃,4℃,济南,微风转南风小于3级
晴,2014年1月9日,-4℃,6℃,济南,南风小于3级
霾,2014年1月10日,-2℃,6℃,济南,南风小于3级
晴,2014年1月11日,-4℃,3℃,济南,北风3-4级
晴,2014年1月12日,3℃,-5℃,济南,北风3-4级转南风小于3级
晴转多云,2014年1月13日,5℃,-4℃,济南,南风小于3级
霾,2014年1月14日,-2℃,7℃,济南,南风小于3级
晴,2014年1月16日,-3℃,4℃,济南,微风转北风3-4级
阴转多云,2014年1月15日,0℃,7℃,济南,南风3-4级转微风
霾转晴,2014年1月17日,-4℃,7℃,济南,微风转南风小于3级
晴转多云,2014年1月18日,0℃,9℃,济南,南风转西北风3-4级
多云转晴,2014年1月19日,8℃,-3℃,济南,南风转西北风3-4级
晴,2014年1月20日,4℃,-5℃,济南,北风3-4级转小于3级
晴,2014年1月21日,-2℃,9℃,济南,南风3-4级
晴,2014年1月22日,3℃,11℃,济南,南风3-4级
多云转阴,2014年1月23日,4℃,10℃,济南,南风转北风3-4级
阴转多云,2014年1月24日,0℃,7℃,济南,北风3-4级
晴,2014年1月25日,-2℃,8℃,济南,东风小于3级转南风3-4级
晴,2014年1月26日,8℃,-2℃,济南,南风3-4级
晴转多云,2014年1月27日,12℃,1℃,济南,南风3-4级转北风小于3级
晴,2014年1月28日,3℃,13℃,济南,南风3-4级
晴,2014年1月29日,3℃,12℃,济南,南风转北风3-4级
霾转小雨,2014年1月30日,4℃,13℃,济南,南风3-4级转微风
小雨转霾,2014年1月31日,5℃,11℃,济南,微风
雾转晴,2014年2月1日,2℃,6℃,济南,南风小于3级转东北风3-4级
雾转晴,2014年2月2日,2℃,6℃,济南,南风小于3级转东北风3-4级
晴,2014年2月3日,3℃,-5℃,济南,东北风3-4级转小于3级
多云转小雪,2014年2月4日,-3℃,3℃,济南,东风小于3级
中雪转阴,2014年2月5日,-3℃,0℃,济南,东北风小于3级
小雪,2014年2月6日,-3℃,0℃,济南,东北风小于3级
阴,2014年2月7日,-6℃,0℃,济南,东北风小于3级
阴转多云,2014年2月8日,-6℃,-2℃,济南,北风3-4级
